indexPandas,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1011150,2008,2,12,2,1516.0,1518,1857.0,1752,NW,422,N505US,221.0,154.0,161.0,65.0,-2.0,DTW,MCO,957,7.0,53.0,0,,0,0.0,0.0,65.0,0.0,0.0
3405412,2008,6,17,2,808.0,805,828.0,825,MQ,4213,N650AE,80.0,80.0,53.0,3.0,3.0,CMH,ORD,296,17.0,10.0,0,,0,,,,,
6777765,2008,12,30,2,1641.0,1640,1807.0,1742,EV,5022,N837AS,86.0,62.0,34.0,25.0,1.0,AVL,ATL,164,16.0,36.0,0,,0,1.0,0.0,24.0,0.0,0.0
6982575,2008,12,16,2,836.0,820,1459.0,1433,CO,166,N13110,263.0,253.0,228.0,26.0,16.0,SEA,IAH,1874,17.0,18.0,0,,0,16.0,0.0,10.0,0.0,0.0
5336357,2008,9,11,4,1337.0,1340,1730.0,1742,B6,712,N624JB,233.0,242.0,212.0,-12.0,-3.0,SJU,JFK,1597,9.0,12.0,0,,0,,,,,
872917,2008,2,20,3,1911.0,1913,2057.0,2105,US,1142,N124US,106.0,112.0,93.0,-8.0,-2.0,RSW,CLT,600,6.0,7.0,0,,0,,,,,
5999410,2008,11,20,4,610.0,610,732.0,735,WN,3691,N485WN,82.0,85.0,68.0,-3.0,0.0,SMF,SNA,404,4.0,10.0,0,,0,,,,,
741689,2008,2,21,4,956.0,1006,1107.0,1118,YV,7089,N444YV,71.0,72.0,51.0,-11.0,-10.0,MTJ,DEN,197,7.0,13.0,0,,0,,,,,
1523198,2008,3,21,5,1028.0,1030,1237.0,1245,EV,4867,N882AS,69.0,75.0,51.0,-8.0,-2.0,EVV,ATL,350,9.0,9.0,0,,0,,,,,
5740194,2008,10,20,1,1018.0,950,1111.0,1054,MQ,3057,N253MQ,53.0,64.0,40.0,17.0,28.0,LAX,SBP,155,2.0,11.0,0,,0,17.0,0.0,0.0,0.0,0.0
4112234,2008,7,4,5,646.0,645,1103.0,1035,AA,769,N067AA,257.0,230.0,205.0,28.0,1.0,JFK,SJU,1597,10.0,42.0,0,,0,0.0,0.0,28.0,0.0,0.0
578635,2008,1,28,1,1015.0,1025,1323.0,1321,CO,700,N18243,188.0,176.0,164.0,2.0,-10.0,FLL,EWR,1065,8.0,16.0,0,,0,,,,,
5362723,2008,9,20,6,1105.0,1105,1328.0,1355,CO,693,N57864,143.0,170.0,121.0,-27.0,0.0,MCO,EWR,938,11.0,11.0,0,,0,,,,,
6477419,2008,12,7,7,1724.0,1725,1830.0,1840,WN,3101,N508SW,66.0,75.0,54.0,-10.0,-1.0,ABQ,DEN,349,6.0,6.0,0,,0,,,,,
5582315,2008,10,19,7,803.0,800,853.0,901,OO,7801,N296SW,50.0,61.0,39.0,-8.0,3.0,SLC,TWF,175,2.0,9.0,0,,0,,,,,
2484351,2008,5,8,4,1719.0,1715,2015.0,2010,XE,108,N12166,116.0,115.0,99.0,5.0,4.0,ONT,BOI,660,3.0,14.0,0,,0,,,,,
6987140,2008,12,10,3,857.0,900,1210.0,1211,CO,833,N27733,253.0,251.0,223.0,-1.0,-3.0,LGA,IAH,1416,8.0,22.0,0,,0,,,,,
6169446,2008,11,8,6,1557.0,1600,1652.0,1717,US,2178,N751UW,55.0,77.0,40.0,-25.0,-3.0,DCA,LGA,214,5.0,10.0,0,,0,,,,,
5621657,2008,10,3,5,1751.0,1755,2016.0,2047,US,1147,N184US,325.0,352.0,310.0,-31.0,-4.0,PHL,SAN,2369,4.0,11.0,0,,0,,,,,
2005366,2008,4,11,5,654.0,700,813.0,829,UA,36,N434UA,79.0,89.0,63.0,-16.0,-6.0,SFO,SAN,447,1.0,15.0,0,,0,,,,,
5412550,2008,10,11,6,632.0,630,742.0,750,WN,402,N642WN,70.0,80.0,54.0,-8.0,2.0,PVD,BWI,328,3.0,13.0,0,,0,,,,,
3641199,2008,7,14,1,757.0,755,906.0,905,WN,2146,N506SW,69.0,70.0,52.0,1.0,2.0,DAL,AMA,324,4.0,13.0,0,,0,,,,,
2461743,2008,5,25,7,1728.0,1730,1831.0,1840,WN,416,N316SW,63.0,70.0,53.0,-9.0,-2.0,DAL,AMA,324,3.0,7.0,0,,0,,,,,
6204722,2008,11,15,6,2006.0,2000,2154.0,2142,DL,1019,N661DN,108.0,102.0,85.0,12.0,6.0,ATL,PBI,545,6.0,17.0,0,,0,,,,,
522934,2008,1,22,2,1353.0,1300,1735.0,1700,AA,2050,N628AA,162.0,180.0,147.0,35.0,53.0,ORD,MIA,1197,3.0,12.0,0,,0,0.0,0.0,4.0,0.0,31.0
5277841,2008,9,23,2,1900.0,1910,1956.0,2015,AA,441,N3AFAA,176.0,185.0,156.0,-19.0,-10.0,DFW,SNA,1205,6.0,14.0,0,,0,,,,,
3366082,2008,6,24,2,1021.0,1015,1151.0,1143,FL,121,N285AT,90.0,88.0,67.0,8.0,6.0,TPA,ATL,406,7.0,16.0,0,,0,,,,,
2048244,2008,4,4,5,1210.0,1210,1634.0,1635,US,544,N157AW,144.0,145.0,114.0,-1.0,0.0,PHX,DFW,868,7.0,23.0,0,,0,,,,,
5519255,2008,10,24,5,950.0,929,1048.0,1025,YV,7093,N27191,58.0,56.0,39.0,23.0,21.0,SPI,ORD,174,9.0,10.0,0,,0,0.0,0.0,2.0,0.0,21.0
6855585,2008,12,5,5,1748.0,1735,1906.0,1844,NW,293,N324US,138.0,129.0,96.0,22.0,13.0,DTW,MEM,610,7.0,35.0,0,,0,13.0,0.0,9.0,0.0,0.0
2294163,2008,4,14,1,1140.0,1145,1255.0,1300,AA,1518,N3CBAA,135.0,135.0,116.0,-5.0,-5.0,MIA,BNA,806,7.0,12.0,0,,0,,,,,
6795251,2008,12,10,3,1020.0,1000,1236.0,1208,FL,55,N338AT,316.0,308.0,262.0,28.0,20.0,ATL,LAX,1946,4.0,50.0,0,,0,0.0,20.0,8.0,0.0,0.0
446315,2008,1,18,5,1851.0,1850,2217.0,2215,NW,1274,N325NB,146.0,145.0,125.0,2.0,1.0,MSP,ATL,906,11.0,10.0,0,,0,,,,,
500090,2008,1,2,3,1813.0,1810,2004.0,1950,AA,1147,N298AA,111.0,100.0,72.0,14.0,3.0,MSY,DFW,448,11.0,28.0,0,,0,,,,,
6307718,2008,11,6,4,1245.0,1245,1442.0,1430,MQ,4474,N670MQ,177.0,165.0,129.0,12.0,0.0,JAX,ORD,865,8.0,40.0,0,,0,,,,,
6593904,2008,12,21,7,943.0,945,1326.0,1346,YV,2934,N933LR,163.0,181.0,142.0,-20.0,-2.0,PHX,MEM,1263,4.0,17.0,0,,0,,,,,
6175484,2008,11,13,4,2222.0,1935,34.0,2155,US,1645,N713UW,132.0,140.0,119.0,159.0,167.0,DCA,TPA,814,3.0,10.0,0,,0,0.0,0.0,0.0,0.0,159.0
6492892,2008,12,11,4,1459.0,1500,1805.0,1810,WN,1909,N464WN,126.0,130.0,104.0,-5.0,-1.0,PHX,AUS,872,6.0,16.0,0,,0,,,,,
1268386,2008,3,31,1,611.0,615,722.0,735,WN,3833,N410WN,71.0,80.0,60.0,-13.0,-4.0,BWI,MHT,377,3.0,8.0,0,,0,,,,,
5866187,2008,10,12,7,1250.0,1255,1606.0,1615,AA,1910,N4WAAA,136.0,140.0,116.0,-9.0,-5.0,DEN,ORD,888,11.0,9.0,0,,0,,,,,
616388,2008,2,6,3,736.0,740,845.0,850,WN,255,N634SW,69.0,70.0,55.0,-5.0,-4.0,AUS,LBB,341,2.0,12.0,0,,0,,,,,
5576649,2008,10,21,2,934.0,937,1032.0,1018,OO,6583,N959SW,58.0,41.0,28.0,14.0,-3.0,COS,DEN,72,8.0,22.0,0,,0,,,,,
6217149,2008,11,25,2,1611.0,1540,1820.0,1809,DL,918,N670DN,129.0,149.0,106.0,11.0,31.0,ATL,LGA,761,10.0,13.0,0,,0,,,,,
6919060,2008,12,17,3,1910.0,1840,2207.0,2110,AA,1223,N4XDAA,297.0,270.0,270.0,57.0,30.0,ORD,SEA,1721,5.0,22.0,0,,0,30.0,0.0,27.0,0.0,0.0
4926762,2008,9,28,7,949.0,955,1111.0,1120,WN,296,N637SW,82.0,85.0,75.0,-9.0,-6.0,DAL,MCI,461,2.0,5.0,0,,0,,,,,
3316761,2008,6,7,6,1332.0,1242,1335.0,1246,EV,4226,N640AS,63.0,64.0,27.0,49.0,50.0,ATL,MGM,147,4.0,32.0,0,,0,49.0,0.0,0.0,0.0,0.0
4814352,2008,8,23,6,1107.0,1105,1553.0,1601,CO,720,N14605,166.0,176.0,144.0,-8.0,2.0,DEN,CLE,1201,4.0,18.0,0,,0,,,,,
2433783,2008,5,16,5,1058.0,1045,1316.0,1305,WN,3057,N414WN,138.0,140.0,124.0,11.0,13.0,PBI,BWI,883,5.0,9.0,0,,0,,,,,
3506711,2008,6,10,2,1803.0,1215,1917.0,1325,AA,1560,N483AA,74.0,70.0,40.0,352.0,348.0,DFW,IAH,224,15.0,19.0,0,,0,240.0,0.0,42.0,0.0,70.0
6512124,2008,12,17,3,1335.0,1335,1634.0,1650,WN,815,N487WN,179.0,195.0,170.0,-16.0,0.0,PVD,FLL,1188,2.0,7.0,0,,0,,,,,
3387962,2008,6,9,1,720.0,715,903.0,855,MQ,3542,N500AE,163.0,160.0,140.0,8.0,5.0,CLE,DFW,1021,12.0,11.0,0,,0,,,,,
3140542,2008,6,21,6,1643.0,1650,1737.0,1746,YV,7155,N570ML,54.0,56.0,31.0,-9.0,-7.0,ORD,SPI,174,3.0,20.0,0,,0,,,,,
3317364,2008,6,2,1,621.0,630,853.0,921,EV,4243,N730EV,152.0,171.0,139.0,-28.0,-9.0,PWM,ATL,1027,4.0,9.0,0,,0,,,,,
68388,2008,1,24,4,1519.0,1505,1846.0,1820,WN,1466,N238WN,327.0,315.0,309.0,26.0,14.0,BWI,PHX,1999,6.0,12.0,0,,0,10.0,0.0,12.0,0.0,4.0
3652546,2008,7,17,4,1331.0,1335,1450.0,1455,WN,514,N647SW,79.0,80.0,66.0,-5.0,-4.0,LAX,TUS,451,3.0,10.0,0,,0,,,,,
292010,2008,1,29,2,1654.0,1700,2003.0,2015,US,528,N835AW,309.0,315.0,282.0,-12.0,-6.0,IAD,PHX,1956,7.0,20.0,0,,0,,,,,
738676,2008,2,17,7,1040.0,1050,1205.0,1214,YV,2605,N905FJ,85.0,84.0,55.0,-9.0,-10.0,IAD,CLT,321,11.0,19.0,0,,0,,,,,
1294976,2008,3,15,6,1156.0,1200,1248.0,1300,XE,2303,N14943,52.0,60.0,27.0,-12.0,-4.0,EWR,BDL,116,5.0,20.0,0,,0,,,,,
605491,2008,1,15,2,716.0,715,1007.0,1018,DL,663,N601DL,171.0,183.0,135.0,-11.0,1.0,BOS,ATL,946,11.0,25.0,0,,0,,,,,
5557994,2008,10,13,1,927.0,926,955.0,1002,OO,5720,N224SW,28.0,36.0,19.0,-7.0,1.0,MOD,SFO,78,1.0,8.0,0,,0,,,,,
6417196,2008,11,13,4,904.0,915,1222.0,1222,B6,1205,N523JB,198.0,187.0,182.0,0.0,-11.0,HPN,RSW,1102,5.0,11.0,0,,0,,,,,
6507022,2008,12,16,2,1852.0,1820,2000.0,1930,WN,546,N293WN,128.0,130.0,110.0,30.0,32.0,ELP,LAX,714,8.0,10.0,0,,0,0.0,0.0,0.0,0.0,30.0
4893299,2008,9,17,3,1115.0,1115,1455.0,1455,WN,554,N282WN,160.0,160.0,133.0,0.0,0.0,SEA,DEN,1024,7.0,20.0,0,,0,,,,,
641000,2008,2,13,3,1316.0,1305,1453.0,1435,WN,3490,N498WN,97.0,90.0,83.0,18.0,11.0,MHT,BWI,377,5.0,9.0,0,,0,3.0,0.0,7.0,0.0,8.0
3222207,2008,6,26,4,1842.0,1838,2059.0,2019,UA,253,N373UA,197.0,161.0,139.0,40.0,4.0,ORD,DEN,888,6.0,52.0,0,,0,0.0,0.0,40.0,0.0,0.0
5987316,2008,11,17,1,1306.0,1305,1544.0,1600,WN,3585,N434WN,98.0,115.0,88.0,-16.0,1.0,LAX,SLC,590,4.0,6.0,0,,0,,,,,
5406877,2008,10,9,4,1009.0,1010,1113.0,1120,WN,236,N424WN,64.0,70.0,55.0,-7.0,-1.0,SMF,BUR,358,2.0,7.0,0,,0,,,,,
3274356,2008,6,16,1,1119.0,1120,1559.0,1602,US,976,N121UW,160.0,162.0,133.0,-3.0,-1.0,LAS,DFW,1055,7.0,20.0,0,,0,,,,,
4960203,2008,9,2,2,809.0,816,920.0,929,YV,7089,N448YV,71.0,73.0,58.0,-9.0,-7.0,DEN,MTJ,197,2.0,11.0,0,,0,,,,,
3415124,2008,6,21,6,1027.0,1035,1213.0,1210,MQ,4646,N734EK,106.0,95.0,75.0,3.0,-8.0,RDU,EWR,416,10.0,21.0,0,,0,,,,,
6145894,2008,11,8,6,1504.0,1446,2010.0,2001,UA,660,N825UA,186.0,195.0,167.0,9.0,18.0,DEN,IAD,1452,6.0,13.0,0,,0,,,,,
577386,2008,1,18,5,1412.0,1410,1707.0,1711,CO,1868,N39726,115.0,121.0,91.0,-4.0,2.0,IAH,JAX,817,7.0,17.0,0,,0,,,,,
273352,2008,1,14,1,,1255,,1527,US,1589,,,152.0,,,,MHT,CLT,737,,,1,B,0,,,,,
3548566,2008,6,20,5,1236.0,1240,2056.0,2127,B6,170,N635JB,320.0,347.0,303.0,-31.0,-4.0,SJC,JFK,2569,5.0,12.0,0,,0,,,,,
2223033,2008,4,4,5,1709.0,1712,540.0,550,NW,808,N808NW,451.0,458.0,427.0,-10.0,-3.0,HNL,MSP,3972,7.0,17.0,0,,0,,,,,
6936823,2008,12,1,1,1747.0,1555,1854.0,1715,AA,1996,N493AA,127.0,140.0,91.0,99.0,112.0,ATL,ORD,606,13.0,23.0,0,,0,0.0,0.0,8.0,0.0,91.0
1925806,2008,4,11,5,2002.0,2002,2205.0,2223,YV,2670,N912FJ,123.0,141.0,98.0,-18.0,0.0,CLT,PWM,812,6.0,19.0,0,,0,,,,,
389904,2008,1,19,6,955.0,955,1044.0,1050,MQ,3491,N647AE,49.0,55.0,33.0,-6.0,0.0,DFW,SHV,190,2.0,14.0,0,,0,,,,,
631611,2008,2,10,7,958.0,955,1113.0,1115,WN,1380,N496WN,75.0,80.0,62.0,-2.0,3.0,SAN,SJC,417,3.0,10.0,0,,0,,,,,
4620488,2008,8,8,5,834.0,838,940.0,945,MQ,3047,N313AE,66.0,67.0,35.0,-5.0,-4.0,LAX,SAN,109,8.0,23.0,0,,0,,,,,
4243614,2008,8,6,3,1012.0,1010,1204.0,1210,WN,3080,N490WN,292.0,300.0,275.0,-6.0,2.0,BWI,LAS,2106,4.0,13.0,0,,0,,,,,
3646770,2008,7,15,2,1225.0,1225,1427.0,1430,WN,783,N380SW,62.0,65.0,49.0,-3.0,0.0,RNO,BOI,335,3.0,10.0,0,,0,,,,,
6825946,2008,12,22,1,1543.0,1500,1734.0,1640,MQ,3605,N632MQ,111.0,100.0,79.0,54.0,43.0,DFW,PNS,604,3.0,29.0,0,,0,43.0,0.0,11.0,0.0,0.0
2908937,2008,5,11,7,1447.0,1450,1914.0,1900,AA,1863,N5FPAA,327.0,310.0,305.0,14.0,-3.0,SJU,ORD,2072,10.0,12.0,0,,0,,,,,
4262123,2008,8,11,1,1001.0,1000,1331.0,1340,WN,3140,N728SW,150.0,160.0,136.0,-9.0,1.0,PDX,ABQ,1111,5.0,9.0,0,,0,,,,,
2937190,2008,5,10,6,912.0,920,1223.0,1224,B6,1061,N284JB,251.0,244.0,230.0,-1.0,-8.0,JFK,AUS,1522,3.0,18.0,0,,0,,,,,
2527494,2008,5,13,2,1020.0,1003,1218.0,1201,YV,2785,N7264V,118.0,118.0,90.0,17.0,17.0,PHX,MRY,598,3.0,25.0,0,,0,17.0,0.0,0.0,0.0,0.0
4112725,2008,7,11,5,2014.0,2020,2337.0,2355,AA,792,N5FMAA,203.0,215.0,186.0,-18.0,-6.0,SJU,BWI,1565,5.0,12.0,0,,0,,,,,
4033914,2008,7,11,5,2200.0,2130,43.0,20,MQ,4386,N737MW,103.0,110.0,78.0,23.0,30.0,ORD,CLT,599,10.0,15.0,0,,0,0.0,0.0,23.0,0.0,0.0
4109632,2008,7,7,1,1400.0,1310,2020.0,1920,AA,656,N4YBAA,260.0,250.0,228.0,60.0,50.0,SAN,ORD,1723,12.0,20.0,0,,0,0.0,0.0,10.0,0.0,50.0
2160208,2008,4,15,2,854.0,850,1127.0,1100,HA,11,N598HA,333.0,310.0,308.0,27.0,4.0,SFO,HNL,2398,3.0,22.0,0,,0,27.0,0.0,0.0,0.0,0.0
2821959,2008,5,7,3,1431.0,1436,1522.0,1536,NW,549,N350NA,111.0,120.0,94.0,-14.0,-5.0,MSP,DEN,680,8.0,9.0,0,,0,,,,,
32121,2008,1,13,7,1820.0,1820,1923.0,1925,WN,1381,N305SW,63.0,65.0,52.0,-2.0,0.0,BUR,SJC,296,2.0,9.0,0,,0,,,,,
1267066,2008,3,30,7,2108.0,2055,2301.0,2305,WN,230,N498WN,113.0,130.0,102.0,-4.0,13.0,PHX,SFO,651,5.0,6.0,0,,0,,,,,
3836181,2008,7,16,3,2016.0,1809,2315.0,2127,UA,167,N585UA,359.0,378.0,335.0,108.0,127.0,BOS,LAX,2611,8.0,16.0,0,,0,0.0,0.0,0.0,0.0,108.0
5818961,2008,10,9,4,1655.0,1658,1722.0,1725,9E,5806,80399E,87.0,87.0,67.0,-3.0,-3.0,DTW,CWA,363,2.0,18.0,0,,0,,,,,
1699209,2008,3,18,2,,1015,,1155,AA,1792,,,100.0,,,,DFW,BNA,631,,,1,B,0,,,,,
5572371,2008,10,30,4,1044.0,1041,1417.0,1216,OO,6406,N980SW,,95.0,,,3.0,SFO,EUG,451,2.0,20.0,0,,1,,,,,
1204187,2008,3,11,2,1847.0,1850,1932.0,1945,WN,3601,N400WN,165.0,175.0,153.0,-13.0,-3.0,SAT,LAS,1069,3.0,9.0,0,,0,,,,,
3146382,2008,6,29,7,1533.0,1455,1725.0,1646,YV,7304,N518LR,112.0,111.0,85.0,39.0,38.0,JAX,IAD,631,12.0,15.0,0,,0,0.0,0.0,39.0,0.0,0.0
6943566,2008,12,1,1,1832.0,1800,2204.0,2125,AS,19,N546AS,392.0,385.0,374.0,39.0,32.0,MCO,SEA,2553,5.0,13.0,0,,0,15.0,0.0,7.0,0.0,17.0
691906,2008,2,29,5,1247.0,1240,1544.0,1555,WN,369,N716SW,297.0,315.0,284.0,-11.0,7.0,BWI,PHX,1999,5.0,8.0,0,,0,,,,,
6128897,2008,11,6,4,1659.0,1655,1809.0,1817,OO,7779,N271YV,70.0,82.0,57.0,-8.0,4.0,SLC,SGU,269,1.0,12.0,0,,0,,,,,
6392763,2008,11,18,2,1910.0,1915,2106.0,2125,AA,1913,N5FPAA,236.0,250.0,204.0,-19.0,-5.0,STL,LAX,1593,15.0,17.0,0,,0,,,,,
940937,2008,2,4,1,756.0,800,911.0,920,FL,125,N971AT,75.0,80.0,64.0,-9.0,-4.0,ATL,TPA,406,3.0,8.0,0,,0,,,,,
1118160,2008,2,1,5,657.0,700,804.0,805,B6,281,N566JB,67.0,65.0,42.0,-1.0,-3.0,LAS,LGB,231,4.0,21.0,0,,0,,,,,
5637987,2008,10,17,5,937.0,945,1058.0,1107,US,213,N828AW,81.0,82.0,55.0,-9.0,-8.0,LAX,PHX,370,12.0,14.0,0,,0,,,,,
3484489,2008,6,14,6,1020.0,1030,1218.0,1220,AA,591,N251AA,178.0,170.0,154.0,-2.0,-10.0,ORD,ABQ,1118,6.0,18.0,0,,0,,,,,
236716,2008,1,29,2,,1445,,1600,UA,621,,,135.0,,,,DCA,ORD,612,,,1,C,0,,,,,
2513880,2008,5,16,5,957.0,1000,1250.0,1304,XE,2085,N16951,113.0,124.0,98.0,-14.0,-3.0,IAH,TYS,772,5.0,10.0,0,,0,,,,,
4243043,2008,8,5,2,2106.0,2100,2220.0,2210,WN,3207,N360SW,74.0,70.0,60.0,10.0,6.0,STL,TUL,351,2.0,12.0,0,,0,,,,,
3708835,2008,7,2,3,1357.0,1400,1603.0,1617,XE,7816,N12569,126.0,137.0,110.0,-14.0,-3.0,LAX,PDX,834,3.0,13.0,0,,0,,,,,
6489331,2008,12,10,3,743.0,740,847.0,900,WN,204,N620SW,64.0,80.0,55.0,-13.0,3.0,ONT,OAK,361,4.0,5.0,0,,0,,,,,
5714868,2008,10,3,5,1453.0,1446,1615.0,1615,FL,754,N276AT,82.0,89.0,60.0,0.0,7.0,MCO,ATL,403,11.0,11.0,0,,0,,,,,
4353309,2008,8,20,3,1111.0,1020,1246.0,1147,XE,2528,N12900,95.0,87.0,77.0,59.0,51.0,LIT,IAH,374,7.0,11.0,0,,0,0.0,51.0,8.0,0.0,0.0
2484744,2008,5,16,5,1119.0,1115,1220.0,1219,XE,144,N16546,61.0,64.0,46.0,1.0,4.0,ONT,MRY,296,2.0,13.0,0,,0,,,,,
2947040,2008,5,29,4,934.0,940,1739.0,1811,B6,352,N612JB,305.0,331.0,282.0,-32.0,-6.0,BUR,JFK,2465,9.0,14.0,0,,0,,,,,
6336997,2008,11,21,5,1936.0,1940,2049.0,2052,9E,2233,88289E,73.0,72.0,52.0,-3.0,-4.0,MEM,SHV,285,6.0,15.0,0,,0,,,,,
6045963,2008,11,10,1,1527.0,1530,1625.0,1632,XE,2884,N13995,58.0,62.0,46.0,-7.0,-3.0,IAH,DAL,217,2.0,10.0,0,,0,,,,,
2827652,2008,5,13,2,1200.0,1205,1307.0,1321,NW,790,N8944E,67.0,76.0,56.0,-14.0,-5.0,MKE,MSP,297,3.0,8.0,0,,0,,,,,
3995301,2008,7,4,5,1219.0,1223,1259.0,1305,HA,137,N485HA,40.0,42.0,26.0,-6.0,-4.0,KOA,HNL,163,5.0,9.0,0,,0,,,,,
6416852,2008,11,12,3,1836.0,1845,2101.0,2116,B6,711,N506JB,85.0,91.0,63.0,-15.0,-9.0,LAS,SLC,368,3.0,19.0,0,,0,,,,,
816652,2008,2,27,3,1000.0,950,1807.0,1757,UA,218,N412UA,307.0,307.0,277.0,10.0,10.0,SFO,IAD,2419,13.0,17.0,0,,0,,,,,
6416984,2008,11,12,3,721.0,730,822.0,849,B6,129,N516JB,61.0,79.0,42.0,-27.0,-9.0,ROC,JFK,264,9.0,10.0,0,,0,,,,,
1581877,2008,3,3,1,925.0,915,1122.0,1050,MQ,3943,N506AE,117.0,95.0,74.0,32.0,10.0,XNA,ORD,522,5.0,38.0,0,,0,0.0,0.0,32.0,0.0,0.0
4312907,2008,8,26,2,1555.0,1600,1701.0,1720,WN,1784,N771SA,66.0,80.0,56.0,-19.0,-5.0,SJC,LAS,386,4.0,6.0,0,,0,,,,,
243545,2008,1,4,5,1409.0,1025,2343.0,1900,UA,892,N502UA,394.0,335.0,305.0,283.0,224.0,SFO,JFK,2586,4.0,85.0,0,,0,0.0,54.0,59.0,0.0,170.0
4457908,2008,8,18,1,1133.0,1132,1347.0,1343,UA,111,N563UA,254.0,251.0,225.0,4.0,1.0,ORD,LAX,1745,16.0,13.0,0,,0,,,,,
