indexPandas,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1099993,2008,2,9,6,1922.0,1920,2137.0,2145,AA,2353,N478AA,135.0,145.0,114.0,-8.0,2.0,ORD,DFW,802,5.0,16.0,0,,0,,,,,
5477272,2008,10,31,5,1120.0,1120,1233.0,1235,WN,448,N712SW,73.0,75.0,55.0,-2.0,0.0,LAX,PHX,370,5.0,13.0,0,,0,,,,,
767354,2008,2,2,6,2218.0,2225,51.0,49,OO,5839,N753SK,93.0,84.0,52.0,2.0,-7.0,LAX,PHX,370,4.0,37.0,0,,0,,,,,
2303023,2008,4,17,4,1057.0,1055,1413.0,1405,AA,1868,N579AA,136.0,130.0,100.0,8.0,2.0,DFW,ATL,732,21.0,15.0,0,,0,,,,,
523982,2008,1,14,1,729.0,655,922.0,925,AA,2099,N4XTAA,233.0,270.0,216.0,-3.0,34.0,ORD,LAX,1745,4.0,13.0,0,,0,,,,,
2268698,2008,4,28,1,500.0,500,911.0,910,AA,433,N467AA,131.0,130.0,112.0,1.0,0.0,PHX,DFW,868,9.0,10.0,0,,0,,,,,
527454,2008,1,24,4,1714.0,1710,1935.0,1935,AA,2364,N4UBAA,141.0,145.0,110.0,0.0,4.0,DFW,ORD,802,19.0,12.0,0,,0,,,,,
6940959,2008,12,16,2,1128.0,1130,1351.0,1350,AA,2344,N508AA,143.0,140.0,103.0,1.0,-2.0,DFW,ORD,802,6.0,34.0,0,,0,,,,,
5318420,2008,9,28,7,1530.0,1540,2028.0,2045,AA,2454,N4XLAA,178.0,185.0,152.0,-17.0,-10.0,LAX,DFW,1235,13.0,13.0,0,,0,,,,,
2915296,2008,5,21,3,711.0,715,1301.0,1320,AA,2270,N591AA,230.0,245.0,212.0,-19.0,-4.0,LAX,ORD,1745,6.0,12.0,0,,0,,,,,
4763075,2008,8,13,3,1133.0,1135,1339.0,1350,AA,2344,N411AA,126.0,135.0,107.0,-11.0,-2.0,DFW,ORD,802,7.0,12.0,0,,0,,,,,
1708546,2008,3,8,6,1316.0,1015,1610.0,1245,AA,2317,N533AA,174.0,150.0,114.0,205.0,181.0,ORD,DFW,802,5.0,55.0,0,,0,0.0,0.0,30.0,0.0,175.0
4144788,2008,7,7,1,11.0,10,503.0,505,AA,2210,N3BLAA,172.0,175.0,152.0,-2.0,1.0,LAX,DFW,1235,5.0,15.0,0,,0,,,,,
528743,2008,1,24,4,124.0,110,607.0,600,AA,2454,N5DRAA,163.0,170.0,137.0,7.0,14.0,LAX,DFW,1235,7.0,19.0,0,,0,,,,,
6399052,2008,11,15,6,725.0,730,1242.0,1235,AA,2430,N3AYAA,197.0,185.0,156.0,7.0,-5.0,LAX,DFW,1235,24.0,17.0,0,,0,,,,,
1684074,2008,3,18,2,850.0,855,,1025,AA,1209,N579AA,,150.0,,,-5.0,ATL,DFW,732,,23.0,0,,1,,,,,
2310534,2008,4,24,4,2019.0,2005,2237.0,2220,AA,2355,N249AA,138.0,135.0,113.0,17.0,14.0,ORD,DFW,802,5.0,20.0,0,,0,14.0,0.0,3.0,0.0,0.0
207043,2008,1,24,4,1808.0,1703,2038.0,1933,OO,6528,N919SW,90.0,90.0,56.0,65.0,65.0,LAX,PHX,370,3.0,31.0,0,,0,0.0,0.0,0.0,0.0,65.0
5318210,2008,9,2,2,654.0,655,958.0,950,AA,2441,N208AA,124.0,115.0,88.0,8.0,-1.0,ORD,ATL,606,13.0,23.0,0,,0,,,,,
485416,2008,1,7,1,1310.0,1310,1609.0,1620,AA,474,N585AA,119.0,130.0,95.0,-11.0,0.0,DFW,ATL,732,6.0,18.0,0,,0,,,,,
1101698,2008,2,6,3,1826.0,1820,1932.0,1935,AA,2473,N398AA,186.0,195.0,171.0,-3.0,6.0,DFW,LAX,1235,4.0,11.0,0,,0,,,,,
2310280,2008,4,28,1,1745.0,1605,2004.0,1835,AA,2337,N583AA,139.0,150.0,106.0,89.0,100.0,ORD,DFW,802,7.0,26.0,0,,0,0.0,0.0,4.0,0.0,85.0
6397559,2008,11,15,6,1001.0,1005,1207.0,1245,AA,2317,N246AA,126.0,160.0,107.0,-38.0,-4.0,ORD,DFW,802,11.0,8.0,0,,0,,,,,
1689235,2008,3,30,7,1225.0,1230,1348.0,1400,AA,1393,N507AA,143.0,150.0,123.0,-12.0,-5.0,ATL,DFW,732,4.0,16.0,0,,0,,,,,
6940297,2008,12,20,6,758.0,755,1037.0,1035,AA,2305,N293AA,159.0,160.0,134.0,2.0,3.0,ORD,DFW,802,7.0,18.0,0,,0,,,,,
1709350,2008,3,16,7,1502.0,1505,1700.0,1729,AA,2356,N452AA,118.0,144.0,98.0,-29.0,-3.0,DFW,ORD,802,8.0,12.0,0,,0,,,,,
4765691,2008,8,29,5,1625.0,1505,2118.0,2015,AA,2480,N3AXAA,173.0,190.0,154.0,63.0,80.0,LAX,DFW,1235,4.0,15.0,0,,0,0.0,63.0,0.0,0.0,0.0
4922686,2008,9,26,5,1249.0,1250,1417.0,1410,WN,1464,N330SW,88.0,80.0,58.0,7.0,-1.0,PHX,LAX,370,18.0,12.0,0,,0,,,,,
5450995,2008,10,23,4,918.0,920,1030.0,1035,WN,1592,N655WN,72.0,75.0,60.0,-5.0,-2.0,LAX,PHX,370,5.0,7.0,0,,0,,,,,
506595,2008,1,29,2,1201.0,1025,1822.0,1635,AA,1372,N4XKAA,261.0,250.0,227.0,107.0,96.0,LAX,ORD,1745,3.0,31.0,0,,0,0.0,0.0,107.0,0.0,0.0
6399731,2008,11,22,6,1717.0,1715,1842.0,1840,AA,2465,N512AA,205.0,205.0,180.0,2.0,2.0,DFW,LAX,1235,11.0,14.0,0,,0,,,,,
4147596,2008,7,16,3,2215.0,2205,19.0,10,AA,2380,N508AA,124.0,125.0,109.0,9.0,10.0,DFW,ORD,802,7.0,8.0,0,,0,,,,,
523983,2008,1,15,2,656.0,655,910.0,925,AA,2099,N592AA,254.0,270.0,229.0,-15.0,1.0,ORD,LAX,1745,15.0,10.0,0,,0,,,,,
1387057,2008,3,25,2,1033.0,832,1200.0,1000,OO,6526,N939SW,87.0,88.0,68.0,120.0,121.0,PHX,LAX,370,4.0,15.0,0,,0,0.0,0.0,120.0,0.0,0.0
5422203,2008,10,14,2,1243.0,1245,1352.0,1405,WN,1464,N382SW,69.0,80.0,56.0,-13.0,-2.0,PHX,LAX,370,6.0,7.0,0,,0,,,,,
207040,2008,1,24,4,630.0,630,900.0,856,OO,6526,N755SK,90.0,86.0,51.0,4.0,0.0,LAX,PHX,370,3.0,36.0,0,,0,,,,,
3508233,2008,6,29,7,1445.0,1415,2034.0,2015,AA,1624,N5ENAA,229.0,240.0,206.0,19.0,30.0,LAX,ORD,1745,6.0,17.0,0,,0,0.0,0.0,19.0,0.0,0.0
2310578,2008,4,8,2,,2045,,2300,AA,2357,,,135.0,,,,ORD,DFW,802,,,1,A,0,,,,,
5861722,2008,10,22,3,1953.0,1950,2116.0,2130,AA,1733,N416AA,203.0,220.0,179.0,-14.0,3.0,ORD,PHX,1440,4.0,20.0,0,,0,,,,,
640490,2008,2,13,3,,1440,,1655,WN,3068,,,75.0,,,,LAX,PHX,370,,,1,B,0,,,,,
5317432,2008,9,6,6,1453.0,1350,1548.0,1500,AA,2405,N452AA,175.0,190.0,158.0,48.0,63.0,DFW,LAX,1235,3.0,14.0,0,,0,33.0,0.0,0.0,0.0,15.0
5299144,2008,9,30,2,1228.0,1235,1823.0,1800,AA,1438,N249AA,235.0,205.0,191.0,23.0,-7.0,PHX,ORD,1440,5.0,39.0,0,,0,0.0,0.0,23.0,0.0,0.0
529145,2008,1,24,4,2200.0,2110,2346.0,2230,AA,2479,N3BWAA,226.0,200.0,185.0,76.0,50.0,DFW,LAX,1235,19.0,22.0,0,,0,0.0,0.0,26.0,0.0,50.0
6931390,2008,12,2,2,1902.0,1905,2157.0,2155,AA,1733,N4XTAA,235.0,230.0,207.0,2.0,-3.0,ORD,PHX,1440,7.0,21.0,0,,0,,,,,
1978369,2008,4,27,7,720.0,725,1222.0,1225,OO,6234,N773SK,182.0,180.0,160.0,-3.0,-5.0,LAX,DFW,1235,8.0,14.0,0,,0,,,,,
5873301,2008,10,20,1,828.0,830,1321.0,1325,AA,2430,N5DHAA,173.0,175.0,149.0,-4.0,-2.0,LAX,DFW,1235,12.0,12.0,0,,0,,,,,
6941020,2008,12,20,6,1749.0,1725,2025.0,2005,AA,2345,N537AA,156.0,160.0,129.0,20.0,24.0,ORD,DFW,802,8.0,19.0,0,,0,0.0,20.0,0.0,0.0,0.0
6399732,2008,11,23,7,1714.0,1715,1824.0,1840,AA,2465,N408AA,190.0,205.0,170.0,-16.0,-1.0,DFW,LAX,1235,7.0,13.0,0,,0,,,,,
5874276,2008,10,27,1,2154.0,2155,2249.0,2315,AA,2493,N3BJAA,175.0,200.0,157.0,-26.0,-1.0,DFW,LAX,1235,8.0,10.0,0,,0,,,,,
4762141,2008,8,28,4,2105.0,2105,2211.0,2215,AA,2289,N535AA,186.0,190.0,152.0,-4.0,0.0,DFW,LAX,1235,21.0,13.0,0,,0,,,,,
6123188,2008,11,16,7,621.0,625,635.0,655,OO,6523,N751SK,74.0,90.0,56.0,-20.0,-4.0,PHX,LAX,370,8.0,10.0,0,,0,,,,,
2291154,2008,4,23,3,1222.0,1220,1448.0,1445,AA,1407,N4YCAA,266.0,265.0,250.0,3.0,2.0,ORD,LAX,1745,6.0,10.0,0,,0,,,,,
1080683,2008,2,7,4,1108.0,940,1415.0,1300,AA,1364,N4UBAA,127.0,140.0,111.0,75.0,88.0,PHX,DFW,868,8.0,8.0,0,,0,0.0,0.0,0.0,0.0,75.0
6938991,2008,12,27,6,1633.0,1435,1800.0,1605,AA,2195,N3CTAA,147.0,150.0,112.0,115.0,118.0,ATL,DFW,732,17.0,18.0,0,,0,0.0,0.0,8.0,0.0,107.0
2916398,2008,5,28,3,1523.0,1510,1739.0,1740,AA,2333,N4WUAA,136.0,150.0,109.0,-1.0,13.0,ORD,DFW,802,11.0,16.0,0,,0,,,,,
529032,2008,1,1,2,2010.0,1945,2131.0,2105,AA,2477,N5CBAA,201.0,200.0,168.0,26.0,25.0,DFW,LAX,1235,13.0,20.0,0,,0,22.0,0.0,1.0,0.0,3.0
1099082,2008,2,13,3,601.0,600,804.0,825,AA,2301,N4WSAA,123.0,145.0,105.0,-21.0,1.0,ORD,DFW,802,8.0,10.0,0,,0,,,,,
607624,2008,2,3,7,17.0,1930,231.0,2145,WN,2551,N313SW,74.0,75.0,52.0,286.0,287.0,LAX,PHX,370,7.0,15.0,0,,0,0.0,0.0,0.0,0.0,286.0
2887121,2008,5,14,3,1124.0,1110,1537.0,1525,AA,1074,N292AA,133.0,135.0,112.0,12.0,14.0,PHX,DFW,868,12.0,9.0,0,,0,,,,,
2575281,2008,5,12,1,1730.0,1730,1854.0,1855,OO,6528,N956SW,84.0,85.0,62.0,-1.0,0.0,LAX,PHX,370,4.0,18.0,0,,0,,,,,
34020,2008,1,13,7,1400.0,1345,1410.0,1405,WN,1377,N353SW,70.0,80.0,55.0,5.0,15.0,PHX,LAX,370,4.0,11.0,0,,0,,,,,
527192,2008,1,6,7,,1920,,2150,AA,2353,,,150.0,,,,ORD,DFW,802,,,1,C,0,,,,,
4764335,2008,8,28,4,1121.0,1115,1230.0,1225,AA,2421,N349AA,189.0,190.0,157.0,5.0,6.0,DFW,LAX,1235,20.0,12.0,0,,0,,,,,
2916816,2008,5,17,6,1604.0,1600,1824.0,1820,AA,2360,N271AA,140.0,140.0,110.0,4.0,4.0,DFW,ORD,802,9.0,21.0,0,,0,,,,,
3618537,2008,7,7,1,1634.0,1635,1832.0,1755,WN,1854,N308SA,118.0,80.0,60.0,37.0,-1.0,LAX,PHX,370,3.0,55.0,0,,0,0.0,0.0,37.0,0.0,0.0
6649419,2008,12,25,4,1326.0,1314,1507.0,1432,OO,6234,N727SK,221.0,198.0,191.0,35.0,12.0,DFW,LAX,1235,8.0,22.0,0,,0,5.0,0.0,23.0,0.0,7.0
1688561,2008,3,15,6,1038.0,840,1455.0,1300,AA,1364,N575AA,137.0,140.0,102.0,115.0,118.0,PHX,DFW,868,13.0,22.0,0,,0,0.0,0.0,0.0,0.0,115.0
2296745,2008,4,15,2,1533.0,1415,2114.0,2015,AA,1624,N5CSAA,221.0,240.0,195.0,59.0,78.0,LAX,ORD,1745,9.0,17.0,0,,0,0.0,0.0,0.0,0.0,59.0
3521023,2008,6,13,5,939.0,830,1224.0,1045,AA,2309,N444AA,165.0,135.0,136.0,99.0,69.0,ORD,DFW,802,17.0,12.0,0,,0,0.0,0.0,38.0,0.0,61.0
527684,2008,1,19,6,2126.0,2130,2330.0,2335,AA,2376,N477AA,124.0,125.0,108.0,-5.0,-4.0,DFW,ORD,802,6.0,10.0,0,,0,,,,,
2310696,2008,4,7,1,1646.0,1640,1903.0,1900,AA,2364,N4XHAA,137.0,140.0,117.0,3.0,6.0,DFW,ORD,802,9.0,11.0,0,,0,,,,,
1243618,2008,3,23,7,2131.0,2105,2251.0,2225,WN,1427,N423WN,80.0,80.0,58.0,26.0,26.0,PHX,LAX,370,11.0,11.0,0,,0,19.0,0.0,0.0,0.0,7.0
78571,2008,1,27,7,1940.0,1745,2204.0,2000,WN,3049,N655WN,84.0,75.0,64.0,124.0,115.0,LAX,PHX,370,8.0,12.0,0,,0,3.0,0.0,9.0,0.0,112.0
5030304,2008,9,25,4,1456.0,1457,1722.0,1722,OO,5949,N770SK,146.0,145.0,107.0,0.0,-1.0,ORD,DFW,802,9.0,30.0,0,,0,,,,,
2300325,2008,4,11,5,1224.0,1220,1631.0,1650,AA,1760,N522AA,127.0,150.0,105.0,-19.0,4.0,PHX,DFW,868,9.0,13.0,0,,0,,,,,
5873673,2008,10,5,7,1333.0,1320,1834.0,1825,AA,2448,N551AA,181.0,185.0,154.0,9.0,13.0,LAX,DFW,1235,8.0,19.0,0,,0,,,,,
4765172,2008,8,26,2,1716.0,1715,2222.0,2215,AA,2458,N5FGAA,186.0,180.0,147.0,7.0,1.0,LAX,DFW,1235,8.0,31.0,0,,0,,,,,
3484788,2008,6,13,5,2131.0,2000,9.0,2215,AA,607,N590AA,278.0,255.0,242.0,114.0,91.0,ORD,LAX,1745,15.0,21.0,0,,0,0.0,34.0,23.0,0.0,57.0
2312750,2008,4,17,4,1514.0,1505,,2005,AA,2480,N3DAAA,,180.0,,,9.0,LAX,DFW,1235,,17.0,0,,1,,,,,
3799679,2008,7,13,7,1505.0,1500,1728.0,1728,OO,6119,N754SK,143.0,148.0,121.0,0.0,5.0,ORD,DFW,802,9.0,13.0,0,,0,,,,,
5279074,2008,9,18,4,2025.0,2025,2133.0,2140,AA,489,N559AA,128.0,135.0,104.0,-7.0,0.0,ATL,DFW,732,5.0,19.0,0,,0,,,,,
3793200,2008,7,9,3,924.0,917,1131.0,1137,OO,6441,N771SK,127.0,140.0,109.0,-6.0,7.0,DFW,ORD,802,7.0,11.0,0,,0,,,,,
1099831,2008,2,17,7,1310.0,1155,1520.0,1410,AA,2344,N259AA,130.0,135.0,102.0,70.0,75.0,DFW,ORD,802,9.0,19.0,0,,0,0.0,0.0,70.0,0.0,0.0
5826586,2008,10,21,2,1453.0,1450,1607.0,1600,AA,247,N5FDAA,194.0,190.0,170.0,7.0,3.0,DFW,LAX,1235,7.0,17.0,0,,0,,,,,
525603,2008,1,13,7,709.0,715,1133.0,1130,AA,2268,N278AA,204.0,195.0,185.0,3.0,-6.0,PHX,ORD,1440,7.0,12.0,0,,0,,,,,
5310236,2008,9,25,4,1057.0,1045,1414.0,1355,AA,1868,N544AA,137.0,130.0,112.0,19.0,12.0,DFW,ATL,732,14.0,11.0,0,,0,12.0,0.0,7.0,0.0,0.0
3522979,2008,6,14,6,1209.0,1210,1316.0,1320,AA,2427,N471AA,187.0,190.0,163.0,-4.0,-1.0,DFW,LAX,1235,9.0,15.0,0,,0,,,,,
2559696,2008,5,2,5,1529.0,1533,1659.0,1655,OO,6522,N935SW,90.0,82.0,59.0,4.0,-4.0,PHX,LAX,370,8.0,23.0,0,,0,,,,,
4304666,2008,8,24,7,856.0,855,1003.0,1010,WN,1016,N264LV,67.0,75.0,56.0,-7.0,1.0,LAX,PHX,370,6.0,5.0,0,,0,,,,,
5975735,2008,11,13,4,1330.0,1335,1345.0,1400,WN,1945,N426WN,75.0,85.0,55.0,-15.0,-5.0,PHX,LAX,370,7.0,13.0,0,,0,,,,,
6123124,2008,11,6,4,1340.0,1339,1601.0,1600,OO,6522,N975SW,81.0,81.0,61.0,1.0,1.0,LAX,PHX,370,4.0,16.0,0,,0,,,,,
6380534,2008,11,13,4,802.0,805,1412.0,1410,AA,1350,N436AA,250.0,245.0,218.0,2.0,-3.0,LAX,ORD,1745,15.0,17.0,0,,0,,,,,
5827640,2008,10,7,2,948.0,955,1121.0,1145,AA,305,N200AA,213.0,230.0,190.0,-24.0,-7.0,ORD,PHX,1440,4.0,19.0,0,,0,,,,,
6941042,2008,12,11,4,1215.0,1220,1418.0,1445,AA,2348,N415AA,123.0,145.0,102.0,-27.0,-5.0,DFW,ORD,802,7.0,14.0,0,,0,,,,,
1069068,2008,2,13,3,1823.0,1815,2127.0,2120,AA,848,N297AA,124.0,125.0,99.0,7.0,8.0,DFW,ATL,732,8.0,17.0,0,,0,,,,,
617716,2008,2,6,3,733.0,730,943.0,945,WN,1120,N784SW,70.0,75.0,55.0,-2.0,3.0,LAX,PHX,370,5.0,10.0,0,,0,,,,,
529198,2008,1,16,3,954.0,955,1235.0,1245,AA,2481,N424AA,221.0,230.0,201.0,-10.0,-1.0,ORD,PHX,1440,6.0,14.0,0,,0,,,,,
4927503,2008,9,28,7,1533.0,1530,1643.0,1645,WN,1832,N430WN,70.0,75.0,56.0,-2.0,3.0,LAX,PHX,370,3.0,11.0,0,,0,,,,,
5831273,2008,10,11,6,1229.0,1235,1714.0,1740,AA,420,N3CNAA,165.0,185.0,140.0,-26.0,-6.0,LAX,DFW,1235,11.0,14.0,0,,0,,,,,
1080700,2008,2,24,7,935.0,940,1251.0,1300,AA,1364,N418AA,136.0,140.0,107.0,-9.0,-5.0,PHX,DFW,868,22.0,7.0,0,,0,,,,,
3521137,2008,6,8,7,1056.0,1050,1359.0,1310,AA,2317,N558AA,183.0,140.0,114.0,49.0,6.0,ORD,DFW,802,11.0,58.0,0,,0,0.0,0.0,49.0,0.0,0.0
5318801,2008,9,20,6,1837.0,1840,1932.0,2005,AA,2473,N3BWAA,175.0,205.0,157.0,-33.0,-3.0,DFW,LAX,1235,9.0,9.0,0,,0,,,,,
2888587,2008,5,27,2,728.0,730,757.0,805,AA,1123,N518AA,149.0,155.0,130.0,-8.0,-2.0,DFW,PHX,868,3.0,16.0,0,,0,,,,,
5871594,2008,10,5,7,1458.0,1500,1716.0,1725,AA,2333,N454AA,138.0,145.0,116.0,-9.0,-2.0,ORD,DFW,802,5.0,17.0,0,,0,,,,,
5298334,2008,9,16,2,915.0,920,1214.0,1230,AA,1402,N521AA,119.0,130.0,100.0,-16.0,-5.0,DFW,ATL,732,10.0,9.0,0,,0,,,,,
2906617,2008,5,25,7,721.0,725,1142.0,1145,AA,1770,N508AA,141.0,140.0,114.0,-3.0,-4.0,PHX,DFW,868,15.0,12.0,0,,0,,,,,
78567,2008,1,27,7,1436.0,1350,1719.0,1605,WN,1573,N783SW,103.0,75.0,75.0,74.0,46.0,LAX,PHX,370,6.0,22.0,0,,0,12.0,0.0,28.0,0.0,34.0
4762140,2008,8,27,3,2105.0,2105,2220.0,2215,AA,2289,N573AA,195.0,190.0,162.0,5.0,0.0,DFW,LAX,1235,21.0,12.0,0,,0,,,,,
6469606,2008,12,4,4,2045.0,2040,2254.0,2255,WN,2179,N664WN,69.0,75.0,57.0,-1.0,5.0,LAX,PHX,370,4.0,8.0,0,,0,,,,,
1385190,2008,3,24,1,1304.0,1307,1427.0,1429,OO,6229,N701SK,203.0,202.0,170.0,-2.0,-3.0,DFW,LAX,1235,9.0,24.0,0,,0,,,,,
6653570,2008,12,29,1,1329.0,1331,1547.0,1552,OO,6522,N979SW,78.0,81.0,56.0,-5.0,-2.0,LAX,PHX,370,5.0,17.0,0,,0,,,,,
4765820,2008,8,8,5,2211.0,2210,2304.0,2315,AA,2493,N3BSAA,173.0,185.0,154.0,-11.0,1.0,DFW,LAX,1235,8.0,11.0,0,,0,,,,,
6356640,2008,11,30,7,1456.0,1450,1612.0,1610,AA,161,N5EUAA,196.0,200.0,174.0,2.0,6.0,DFW,LAX,1235,7.0,15.0,0,,0,,,,,
6917814,2008,12,4,4,628.0,640,1024.0,1100,AA,1184,N456AA,176.0,200.0,161.0,-36.0,-12.0,PHX,ORD,1440,5.0,10.0,0,,0,,,,,
2907347,2008,5,28,3,1928.0,1930,1950.0,2005,AA,1801,N287AA,142.0,155.0,125.0,-15.0,-2.0,DFW,PHX,868,4.0,13.0,0,,0,,,,,
4889403,2008,9,16,2,1134.0,1135,1251.0,1300,WN,691,N210WN,77.0,85.0,60.0,-9.0,-1.0,PHX,LAX,370,7.0,10.0,0,,0,,,,,
3493258,2008,6,25,3,740.0,745,836.0,845,AA,1067,N554AA,116.0,120.0,95.0,-9.0,-5.0,ATL,ORD,606,5.0,16.0,0,,0,,,,,
6942941,2008,12,18,4,1913.0,1905,2030.0,2025,AA,2473,N3CGAA,197.0,200.0,170.0,5.0,8.0,DFW,LAX,1235,13.0,14.0,0,,0,,,,,
6942952,2008,12,29,1,1929.0,1905,2037.0,2025,AA,2473,N3DHAA,188.0,200.0,165.0,12.0,24.0,DFW,LAX,1235,5.0,18.0,0,,0,,,,,
4126933,2008,7,3,4,1034.0,1005,1353.0,1315,AA,1402,N519AA,139.0,130.0,105.0,38.0,29.0,DFW,ATL,732,13.0,21.0,0,,0,29.0,0.0,9.0,0.0,0.0
1226080,2008,3,18,2,957.0,955,1110.0,1110,WN,164,N296WN,73.0,75.0,56.0,0.0,2.0,LAX,PHX,370,4.0,13.0,0,,0,,,,,
1079927,2008,2,11,1,1757.0,1805,2114.0,2115,AA,1342,N4XLAA,137.0,130.0,118.0,-1.0,-8.0,PHX,DFW,868,11.0,8.0,0,,0,,,,,
2301507,2008,4,3,4,1856.0,1835,2210.0,2130,AA,1807,N460AA,134.0,115.0,91.0,40.0,21.0,ORD,ATL,606,14.0,29.0,0,,0,0.0,0.0,22.0,0.0,18.0
1385191,2008,3,24,1,733.0,735,1226.0,1236,OO,6234,N701SK,173.0,181.0,153.0,-10.0,-2.0,LAX,DFW,1235,5.0,15.0,0,,0,,,,,
2410523,2008,5,9,5,2230.0,2000,2343.0,2120,WN,143,N464WN,73.0,80.0,57.0,143.0,150.0,PHX,LAX,370,11.0,5.0,0,,0,5.0,0.0,0.0,0.0,138.0
2591281,2008,5,22,4,1414.0,1344,1546.0,1507,OO,6522,N963SW,92.0,83.0,62.0,39.0,30.0,LAX,PHX,370,10.0,20.0,0,,0,0.0,0.0,39.0,0.0,0.0
4104775,2008,7,6,7,758.0,800,902.0,910,AA,450,N548AA,124.0,130.0,103.0,-8.0,-2.0,ATL,DFW,732,6.0,15.0,0,,0,,,,,
6941423,2008,12,21,7,2134.0,2025,2341.0,2235,AA,2374,N415AA,127.0,130.0,106.0,66.0,69.0,DFW,ORD,802,10.0,11.0,0,,0,17.0,0.0,0.0,0.0,49.0
6527623,2008,12,22,1,,830,,850,WN,3248,N400WN,,80.0,,,,PHX,LAX,370,,,1,A,0,,,,,
5871286,2008,10,2,4,911.0,915,1117.0,1140,AA,2313,N258AA,126.0,145.0,108.0,-23.0,-4.0,ORD,DFW,802,4.0,14.0,0,,0,,,,,
1975622,2008,4,25,5,1526.0,1533,1645.0,1655,OO,6522,N970SW,79.0,82.0,55.0,-10.0,-7.0,PHX,LAX,370,5.0,19.0,0,,0,,,,,
