indexPandas,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
6222335,2008,11,30,7,2106.0,2025,,2206,DL,173,N641DL,,281.0,,,41.0,ATL,SAN,1891,,24.0,0,,1,,,,,
5162640,2008,9,3,3,2000.0,2005,2208.0,2219,FL,525,N910AT,68.0,74.0,48.0,-11.0,-5.0,MEM,ATL,332,10.0,10.0,0,,0,,,,,
4893313,2008,9,17,3,641.0,635,1240.0,1230,WN,1180,N511SW,239.0,235.0,223.0,10.0,6.0,SEA,MDW,1733,5.0,11.0,0,,0,,,,,
2538854,2008,5,29,4,1832.0,1842,2106.0,2127,YV,7266,N27173,94.0,105.0,75.0,-21.0,-10.0,ORD,GSP,577,3.0,16.0,0,,0,,,,,
6441787,2008,11,10,1,1110.0,1115,1412.0,1437,CO,1702,N36272,362.0,382.0,347.0,-25.0,-5.0,EWR,SFO,2565,6.0,9.0,0,,0,,,,,
823007,2008,2,14,4,739.0,720,857.0,846,UA,421,N929UA,138.0,146.0,120.0,11.0,19.0,ALB,ORD,723,4.0,14.0,0,,0,,,,,
6716728,2008,12,20,6,648.0,650,815.0,821,US,1631,N423US,87.0,91.0,63.0,-6.0,-2.0,IND,CLT,428,12.0,12.0,0,,0,,,,,
6164147,2008,11,4,2,1912.0,1855,2124.0,2106,US,1611,N968UW,132.0,131.0,120.0,18.0,17.0,ALB,CLT,646,3.0,9.0,0,,0,0.0,0.0,1.0,0.0,17.0
2038306,2008,4,5,6,1321.0,1028,1847.0,1605,UA,1456,N372UA,206.0,217.0,178.0,162.0,173.0,LAS,ORD,1515,3.0,25.0,0,,0,0.0,0.0,0.0,0.0,162.0
2720207,2008,5,11,7,1720.0,1715,1935.0,1931,EV,4572,N927EV,75.0,76.0,55.0,4.0,5.0,MOB,ATL,302,10.0,10.0,0,,0,,,,,
4804029,2008,8,23,6,1138.0,1144,1320.0,1339,CO,1589,N59302,162.0,175.0,144.0,-19.0,-6.0,DTW,IAH,1076,6.0,12.0,0,,0,,,,,
5790819,2008,10,26,7,1657.0,1700,1941.0,1952,NW,746,N368NB,104.0,112.0,77.0,-11.0,-3.0,MSP,DTW,528,15.0,12.0,0,,0,,,,,
1485673,2008,3,19,3,2121.0,2126,2226.0,2229,DL,1745,N3732J,125.0,123.0,94.0,-3.0,-5.0,SLC,PDX,630,4.0,27.0,0,,0,,,,,
3912213,2008,7,1,2,854.0,855,929.0,935,WN,1534,N282WN,95.0,100.0,84.0,-6.0,-1.0,DAL,ABQ,580,4.0,7.0,0,,0,,,,,
4917148,2008,9,25,4,635.0,635,738.0,750,WN,147,N652SW,63.0,75.0,50.0,-12.0,0.0,BWI,CMH,336,4.0,9.0,0,,0,,,,,
1687902,2008,3,14,5,1528.0,1510,2012.0,2000,AA,1346,N3ATAA,164.0,170.0,134.0,12.0,18.0,SNA,DFW,1205,12.0,18.0,0,,0,,,,,
3506731,2008,6,30,1,1216.0,1215,1327.0,1325,AA,1560,N587AA,71.0,70.0,45.0,2.0,1.0,DFW,IAH,224,9.0,17.0,0,,0,,,,,
6950703,2008,12,21,7,,1156,,1248,AS,61,N768AS,,52.0,,,,YAK,CDV,213,,,1,B,0,,,,,
3507497,2008,6,16,1,1003.0,1000,1103.0,1105,AA,1599,N467AA,60.0,65.0,44.0,-2.0,3.0,DFW,IAH,224,4.0,12.0,0,,0,,,,,
3838587,2008,7,21,1,1941.0,1858,2152.0,2117,UA,248,N583UA,71.0,79.0,47.0,35.0,43.0,ORD,DTW,235,10.0,14.0,0,,0,11.0,0.0,0.0,0.0,24.0
6353743,2008,11,22,6,1442.0,1442,1604.0,1552,9E,5825,91669E,142.0,130.0,114.0,12.0,0.0,ATL,MCI,692,4.0,24.0,0,,0,,,,,
152183,2008,1,3,4,921.0,925,1058.0,1014,OH,5439,N408CA,157.0,109.0,81.0,44.0,-4.0,CVG,VPS,608,4.0,72.0,0,,0,0.0,0.0,44.0,0.0,0.0
6457606,2008,11,8,6,1402.0,1400,1613.0,1607,DL,1012,N622DL,131.0,127.0,94.0,6.0,2.0,ATL,PHL,665,6.0,31.0,0,,0,,,,,
4520465,2008,8,21,4,724.0,725,1501.0,1507,US,1490,N119US,277.0,282.0,263.0,-6.0,-1.0,LAX,CLT,2125,4.0,10.0,0,,0,,,,,
3045947,2008,6,17,2,1306.0,1305,1429.0,1430,WN,2054,N352SW,83.0,85.0,72.0,-1.0,1.0,SMF,SAN,480,2.0,9.0,0,,0,,,,,
684479,2008,2,26,2,1942.0,1750,2246.0,2045,WN,1586,N624SW,184.0,175.0,141.0,121.0,112.0,TPA,MHT,1204,5.0,38.0,0,,0,45.0,0.0,9.0,0.0,67.0
353626,2008,1,30,3,1746.0,1755,2012.0,1959,F9,725,N924FR,266.0,244.0,237.0,13.0,-9.0,DCA,DEN,1476,6.0,23.0,0,,0,,,,,
204454,2008,1,23,3,1144.0,1145,1254.0,1226,OO,3974,N427SW,130.0,101.0,90.0,28.0,-1.0,SLC,PSP,541,5.0,35.0,0,,0,0.0,0.0,0.0,0.0,28.0
6275263,2008,11,3,1,733.0,738,805.0,815,HA,123,N484HA,32.0,37.0,19.0,-10.0,-5.0,HNL,LIH,102,5.0,8.0,0,,0,,,,,
2607620,2008,5,16,5,,1245,,1502,UA,75,,,317.0,,,,SFO,HNL,2398,,,1,A,0,,,,,
1282698,2008,3,2,7,1531.0,1540,1700.0,1713,XE,2334,N14542,89.0,93.0,72.0,-13.0,-9.0,CLE,BDL,475,5.0,12.0,0,,0,,,,,
1456215,2008,3,15,6,1636.0,1630,1825.0,1813,US,723,N181UW,109.0,103.0,81.0,12.0,6.0,PHL,CLT,448,7.0,21.0,0,,0,,,,,
1358526,2008,3,8,6,1554.0,1545,1634.0,1633,OO,6062,N952SW,40.0,48.0,16.0,1.0,9.0,ORD,MKE,67,4.0,20.0,0,,0,,,,,
4923982,2008,9,27,6,1931.0,1935,2134.0,2145,WN,2390,N280WN,123.0,130.0,111.0,-11.0,-4.0,BWI,MCO,787,4.0,8.0,0,,0,,,,,
4197669,2008,7,25,5,639.0,629,918.0,921,CO,1418,N16648,159.0,172.0,129.0,-3.0,10.0,EWR,TPA,998,5.0,25.0,0,,0,,,,,
4138527,2008,7,31,4,1155.0,1155,1319.0,1320,AA,1838,N259AA,84.0,85.0,63.0,-1.0,0.0,MCI,ORD,403,4.0,17.0,0,,0,,,,,
5779214,2008,10,12,7,753.0,800,959.0,1017,NW,187,N349NW,186.0,197.0,160.0,-18.0,-7.0,JFK,MSP,1028,7.0,19.0,0,,0,,,,,
2569686,2008,5,9,5,953.0,954,1226.0,1235,OO,3910,N408SW,93.0,101.0,74.0,-9.0,-1.0,SMF,SLC,532,6.0,13.0,0,,0,,,,,
704010,2008,2,15,5,1656.0,1650,1818.0,1807,XE,2589,N15986,82.0,77.0,48.0,11.0,6.0,EWR,SYR,194,8.0,26.0,0,,0,,,,,
6109581,2008,11,7,5,1413.0,1416,1520.0,1529,OO,5785,N235SW,67.0,73.0,57.0,-9.0,-3.0,LMT,PDX,240,2.0,8.0,0,,0,,,,,
3980353,2008,7,15,2,801.0,801,902.0,900,FL,748,N969AT,121.0,119.0,98.0,2.0,0.0,ATL,HOU,696,7.0,16.0,0,,0,,,,,
2190851,2008,4,16,3,951.0,955,1032.0,1040,MQ,4150,N808AE,101.0,105.0,80.0,-8.0,-4.0,TYS,ORD,475,12.0,9.0,0,,0,,,,,
2684736,2008,5,1,4,1916.0,1905,2015.0,2000,WN,3073,N384SW,119.0,115.0,89.0,15.0,11.0,DEN,LAS,629,10.0,20.0,0,,0,0.0,0.0,4.0,0.0,11.0
3387248,2008,6,4,3,2032.0,1830,2224.0,2025,MQ,3514,N503AE,172.0,175.0,152.0,119.0,122.0,PIT,DFW,1068,8.0,12.0,0,,0,0.0,0.0,0.0,0.0,119.0
2470145,2008,5,27,2,1957.0,1905,2100.0,2015,WN,2566,N716SW,63.0,70.0,54.0,45.0,52.0,SNA,SJC,342,3.0,6.0,0,,0,4.0,0.0,0.0,0.0,41.0
116518,2008,1,18,5,1640.0,1645,1758.0,1800,XE,3063,N16951,78.0,75.0,58.0,-2.0,-5.0,CLE,SDF,304,9.0,11.0,0,,0,,,,,
3702989,2008,7,8,2,726.0,730,1041.0,1050,XE,210,N11187,135.0,140.0,117.0,-9.0,-4.0,SMF,COS,911,7.0,11.0,0,,0,,,,,
863605,2008,2,13,3,,1815,,1950,US,701,,,95.0,,,,PHL,BOS,280,,,1,C,0,,,,,
4529814,2008,8,29,5,955.0,1000,1210.0,1201,US,1997,N426US,135.0,121.0,101.0,9.0,-5.0,CLT,FLL,631,4.0,30.0,0,,0,,,,,
4306730,2008,8,25,1,850.0,850,854.0,855,WN,145,N375SW,64.0,65.0,52.0,-1.0,0.0,BOI,RNO,335,5.0,7.0,0,,0,,,,,
2869712,2008,5,23,5,1106.0,1110,1259.0,1300,AA,311,N473AA,173.0,170.0,152.0,-1.0,-4.0,BOS,STL,1046,4.0,17.0,0,,0,,,,,
2444311,2008,5,19,1,842.0,845,1001.0,1010,WN,3076,N239WN,79.0,85.0,68.0,-9.0,-3.0,SMF,PDX,479,3.0,8.0,0,,0,,,,,
4627170,2008,8,24,7,1541.0,1545,1647.0,1650,MQ,3393,N638AE,66.0,65.0,45.0,-3.0,-4.0,DFW,LBB,282,3.0,18.0,0,,0,,,,,
2239786,2008,4,17,4,728.0,730,841.0,845,9E,2009,91709E,133.0,135.0,110.0,-4.0,-2.0,ATL,HOU,696,7.0,16.0,0,,0,,,,,
314403,2008,1,24,4,1559.0,1559,1932.0,1909,DL,1853,N914DL,213.0,190.0,163.0,23.0,0.0,LGA,TPA,1011,4.0,46.0,0,,0,0.0,0.0,23.0,0.0,0.0
5613131,2008,10,15,3,1156.0,1151,1249.0,1245,UA,1449,N476UA,113.0,114.0,94.0,4.0,5.0,DEN,PHX,602,10.0,9.0,0,,0,,,,,
1668089,2008,3,11,2,1605.0,1605,1944.0,1940,AA,484,N5DVAA,159.0,155.0,129.0,4.0,0.0,DFW,MIA,1121,16.0,14.0,0,,0,,,,,
2612277,2008,5,14,3,1321.0,1317,1622.0,1637,UA,242,N203UA,121.0,140.0,99.0,-15.0,4.0,ORD,PVD,849,5.0,17.0,0,,0,,,,,
5454267,2008,10,24,5,1704.0,1705,39.0,55,WN,743,N434WN,275.0,290.0,256.0,-16.0,-1.0,LAS,PHL,2176,8.0,11.0,0,,0,,,,,
5365144,2008,9,8,1,1157.0,1150,1440.0,1436,CO,1726,N37290,343.0,346.0,328.0,4.0,7.0,EWR,SAN,2425,3.0,12.0,0,,0,,,,,
1938026,2008,4,28,1,1314.0,1235,1420.0,1347,YV,7211,N593ML,126.0,132.0,103.0,33.0,39.0,CAE,ORD,666,13.0,10.0,0,,0,0.0,0.0,33.0,0.0,0.0
3862192,2008,7,1,2,1116.0,1056,1628.0,1609,UA,1144,N308UA,192.0,193.0,169.0,19.0,20.0,DEN,PIT,1290,6.0,17.0,0,,0,19.0,0.0,0.0,0.0,0.0
5699181,2008,10,14,2,1330.0,1335,1532.0,1542,EV,5568,N859AS,62.0,67.0,44.0,-10.0,-5.0,VPS,ATL,264,7.0,11.0,0,,0,,,,,
1994461,2008,4,12,6,631.0,635,729.0,743,OO,4072,N812SK,58.0,68.0,41.0,-14.0,-4.0,BOI,SLC,291,5.0,12.0,0,,0,,,,,
454110,2008,1,2,3,820.0,828,1026.0,1015,OH,5010,N408CA,126.0,107.0,55.0,11.0,-8.0,JFK,RIC,288,5.0,66.0,0,,0,,,,,
6765306,2008,12,28,7,1002.0,1005,1115.0,1057,EV,5368,N849AS,133.0,112.0,88.0,18.0,-3.0,ATL,LFT,503,3.0,42.0,0,,0,0.0,0.0,18.0,0.0,0.0
6042646,2008,11,14,5,2112.0,2115,2221.0,2213,XE,2692,N12996,69.0,58.0,33.0,8.0,-3.0,IAH,LFT,201,6.0,30.0,0,,0,,,,,
1726564,2008,3,4,2,1049.0,1105,1207.0,1217,B6,1603,N249JB,78.0,72.0,62.0,-10.0,-16.0,PWM,JFK,274,3.0,13.0,0,,0,,,,,
5625849,2008,10,7,2,725.0,735,1015.0,1013,US,1690,N920UW,170.0,158.0,133.0,2.0,-10.0,FLL,PHL,992,30.0,7.0,0,,0,,,,,
6638782,2008,12,10,3,1042.0,1045,1138.0,1147,OO,5772,N308SW,56.0,62.0,39.0,-9.0,-3.0,LAS,PSP,173,3.0,14.0,0,,0,,,,,
