Class,Age,Sex,Survived,id,Port,AgeInNumbers,clusterID,nodeWidth,nodeHeight,YOffset,XOffset
First,Adult,Male,No,62,Queenstown,25,118,4.238095238,4.238095238,14.83333333,29.66666667
First,Adult,Male,No,63,Southhampton,36,28,4.238095238,4.238095238,-10.5952381,-21.19047619
First,Adult,Male,No,64,Southhampton,43,29,4.238095238,4.238095238,-6.357142857,-21.19047619
First,Adult,Male,No,65,Queenstown,25,114,4.238095238,4.238095238,-2.119047619,29.66666667
First,Adult,Male,No,66,Southhampton,25,43,4.238095238,4.238095238,-6.357142857,-12.71428571
First,Adult,Male,No,67,Southhampton,52,50,4.238095238,4.238095238,-6.357142857,-8.476190476
First,Adult,Male,No,68,Southhampton,9,52,4.238095238,4.238095238,2.119047619,-8.476190476
First,Adult,Male,No,69,Cherbourg,61,15,4.238095238,4.238095238,-6.357142857,-29.66666667
First,Adult,Male,No,70,Southhampton,31,65,4.238095238,4.238095238,-2.119047619,0
First,Adult,Male,No,71,Queenstown,26,112,4.238095238,4.238095238,-10.5952381,29.66666667
First,Adult,Male,No,72,Southhampton,39,72,4.238095238,4.238095238,-2.119047619,4.238095238
First,Adult,Male,No,73,Southhampton,28,74,4.238095238,4.238095238,6.357142857,4.238095238
First,Adult,Male,No,74,Southhampton,40,75,4.238095238,4.238095238,10.5952381,4.238095238
First,Adult,Male,No,75,Queenstown,26,111,4.238095238,4.238095238,14.83333333,25.42857143
First,Adult,Male,No,76,Queenstown,21,109,4.238095238,4.238095238,6.357142857,25.42857143
First,Adult,Male,No,77,Southhampton,38,20,4.238095238,4.238095238,14.83333333,-29.66666667
First,Adult,Male,No,78,Queenstown,23,108,4.238095238,4.238095238,2.119047619,25.42857143
First,Adult,Male,No,79,Southhampton,36,22,4.238095238,4.238095238,-6.357142857,-25.42857143
First,Adult,Male,No,80,Cherbourg,53,12,4.238095238,4.238095238,10.5952381,-33.9047619
First,Adult,Male,No,81,Belfast,45,5,4.238095238,4.238095238,10.5952381,-38.14285714
First,Adult,Male,No,82,Southhampton,44,25,4.238095238,4.238095238,6.357142857,-25.42857143
First,Adult,Male,No,83,Queenstown,21,107,4.238095238,4.238095238,-2.119047619,25.42857143
First,Adult,Male,No,84,Queenstown,21,106,4.238095238,4.238095238,-6.357142857,25.42857143
First,Adult,Male,No,85,Cherbourg,52,7,4.238095238,4.238095238,-10.5952381,-33.9047619
First,Adult,Male,No,86,Queenstown,14,105,4.238095238,4.238095238,-10.5952381,25.42857143
First,Adult,Male,No,87,Southhampton,32,30,4.238095238,4.238095238,-2.119047619,-21.19047619
First,Adult,Male,No,88,Southhampton,26,31,4.238095238,4.238095238,2.119047619,-21.19047619
First,Adult,Male,No,89,Southhampton,30,32,4.238095238,4.238095238,6.357142857,-21.19047619
First,Adult,Male,No,90,Queenstown,18,104,4.238095238,4.238095238,14.83333333,21.19047619
First,Adult,Male,No,91,Southhampton,35,34,4.238095238,4.238095238,14.83333333,-21.19047619
First,Adult,Male,No,92,Southhampton,32,35,4.238095238,4.238095238,-10.5952381,-16.95238095
First,Adult,Male,No,93,Cherbourg,49,8,4.238095238,4.238095238,-6.357142857,-33.9047619
First,Adult,Male,No,94,Southhampton,37,37,4.238095238,4.238095238,-2.119047619,-16.95238095
First,Adult,Male,No,95,Southhampton,34,38,4.238095238,4.238095238,2.119047619,-16.95238095
First,Adult,Male,No,96,Queenstown,21,85,4.238095238,4.238095238,-6.357142857,12.71428571
First,Adult,Male,No,97,Southhampton,48,40,4.238095238,4.238095238,10.5952381,-16.95238095
First,Adult,Male,No,98,Queenstown,22,102,4.238095238,4.238095238,6.357142857,21.19047619
First,Adult,Male,No,99,Southhampton,38,42,4.238095238,4.238095238,-10.5952381,-12.71428571
First,Adult,Male,No,100,Belfast,47,0,4.238095238,4.238095238,-10.5952381,-38.14285714
First,Adult,Male,No,101,Southhampton,42,44,4.238095238,4.238095238,-2.119047619,-12.71428571
First,Adult,Male,No,102,Queenstown,22,101,4.238095238,4.238095238,2.119047619,21.19047619
First,Adult,Male,No,103,Queenstown,23,100,4.238095238,4.238095238,-2.119047619,21.19047619
First,Adult,Male,No,104,Queenstown,22,97,4.238095238,4.238095238,14.83333333,16.95238095
First,Adult,Male,No,105,Southhampton,37,48,4.238095238,4.238095238,14.83333333,-12.71428571
First,Adult,Male,No,106,Southhampton,20,49,4.238095238,4.238095238,-10.5952381,-8.476190476
First,Adult,Male,No,107,Queenstown,24,94,4.238095238,4.238095238,2.119047619,16.95238095
First,Adult,Male,No,108,Southhampton,37,51,4.238095238,4.238095238,-2.119047619,-8.476190476
First,Adult,Male,No,109,Belfast,43,3,4.238095238,4.238095238,2.119047619,-38.14285714
First,Adult,Male,No,110,Queenstown,22,93,4.238095238,4.238095238,-2.119047619,16.95238095
First,Adult,Male,No,111,Southhampton,30,54,4.238095238,4.238095238,10.5952381,-8.476190476
First,Adult,Male,No,112,Queenstown,19,92,4.238095238,4.238095238,-6.357142857,16.95238095
First,Adult,Male,No,113,Southhampton,34,56,4.238095238,4.238095238,-10.5952381,-4.238095238
First,Adult,Male,No,114,Southhampton,36,57,4.238095238,4.238095238,-6.357142857,-4.238095238
First,Adult,Male,No,115,Southhampton,45,58,4.238095238,4.238095238,-2.119047619,-4.238095238
First,Adult,Male,No,116,Cherbourg,57,6,4.238095238,4.238095238,14.83333333,-38.14285714
First,Adult,Male,No,117,Queenstown,23,91,4.238095238,4.238095238,-10.5952381,16.95238095
First,Adult,Male,No,118,Southhampton,40,18,4.238095238,4.238095238,6.357142857,-29.66666667
First,Adult,Male,No,119,Southhampton,35,62,4.238095238,4.238095238,14.83333333,-4.238095238
First,Adult,Male,No,120,Queenstown,20,90,4.238095238,4.238095238,14.83333333,12.71428571
First,Adult,Male,No,121,Southhampton,27,64,4.238095238,4.238095238,-6.357142857,0
First,Adult,Male,No,122,Queenstown,24,89,4.238095238,4.238095238,10.5952381,12.71428571
First,Adult,Male,No,123,Southhampton,46,66,4.238095238,4.238095238,2.119047619,0
First,Adult,Male,No,124,Southhampton,29,67,4.238095238,4.238095238,6.357142857,0
First,Adult,Male,No,125,Southhampton,33,68,4.238095238,4.238095238,10.5952381,0
First,Adult,Male,No,126,Southhampton,24,69,4.238095238,4.238095238,14.83333333,0
First,Adult,Male,No,127,Queenstown,26,88,4.238095238,4.238095238,6.357142857,12.71428571
First,Adult,Male,No,128,Cherbourg,69,14,4.238095238,4.238095238,-10.5952381,-29.66666667
First,Adult,Male,No,129,Belfast,55,2,4.238095238,4.238095238,-2.119047619,-38.14285714
First,Adult,Male,No,130,Southhampton,45,73,4.238095238,4.238095238,2.119047619,4.238095238
First,Adult,Male,No,131,Cherbourg,45,16,4.238095238,4.238095238,-2.119047619,-29.66666667
First,Adult,Male,No,132,Cherbourg,52,17,4.238095238,4.238095238,2.119047619,-29.66666667
First,Adult,Male,No,133,Southhampton,41,76,4.238095238,4.238095238,14.83333333,4.238095238
First,Adult,Male,No,134,Southhampton,34,77,4.238095238,4.238095238,-10.5952381,8.476190476
First,Adult,Male,No,135,Queenstown,19,103,4.238095238,4.238095238,10.5952381,21.19047619
First,Adult,Male,No,136,Queenstown,24,86,4.238095238,4.238095238,-2.119047619,12.71428571
First,Adult,Male,No,137,Southhampton,40,80,4.238095238,4.238095238,2.119047619,8.476190476
First,Adult,Male,No,138,Southhampton,25,81,4.238095238,4.238095238,6.357142857,8.476190476
First,Adult,Male,No,139,Southhampton,33,82,4.238095238,4.238095238,10.5952381,8.476190476
First,Adult,Male,No,140,Southhampton,38,83,4.238095238,4.238095238,14.83333333,8.476190476
First,Adult,Male,No,141,Southhampton,42,84,4.238095238,4.238095238,-10.5952381,12.71428571
First,Adult,Male,No,142,Belfast,62,1,4.238095238,4.238095238,-6.357142857,-38.14285714
First,Adult,Male,No,143,Southhampton,40,78,4.238095238,4.238095238,-6.357142857,8.476190476
First,Adult,Male,No,144,Queenstown,23,87,4.238095238,4.238095238,2.119047619,12.71428571
First,Adult,Male,No,145,Southhampton,37,70,4.238095238,4.238095238,-10.5952381,4.238095238
First,Adult,Male,No,146,Cherbourg,39,13,4.238095238,4.238095238,14.83333333,-33.9047619
First,Adult,Male,No,147,Southhampton,42,63,4.238095238,4.238095238,-10.5952381,0
First,Adult,Male,No,148,Southhampton,29,60,4.238095238,4.238095238,6.357142857,-4.238095238
First,Adult,Male,No,149,Southhampton,31,55,4.238095238,4.238095238,14.83333333,-8.476190476
First,Adult,Male,No,150,Southhampton,30,53,4.238095238,4.238095238,6.357142857,-8.476190476
First,Adult,Male,No,151,Cherbourg,58,10,4.238095238,4.238095238,2.119047619,-33.9047619
First,Adult,Male,No,152,Queenstown,24,95,4.238095238,4.238095238,6.357142857,16.95238095
First,Adult,Male,No,153,Queenstown,18,96,4.238095238,4.238095238,10.5952381,16.95238095
First,Adult,Male,No,154,Southhampton,26,47,4.238095238,4.238095238,10.5952381,-12.71428571
First,Adult,Male,No,155,Queenstown,27,98,4.238095238,4.238095238,-10.5952381,21.19047619
First,Adult,Male,No,156,Queenstown,29,99,4.238095238,4.238095238,-6.357142857,21.19047619
First,Adult,Male,No,157,Southhampton,26,46,4.238095238,4.238095238,6.357142857,-12.71428571
First,Adult,Male,No,158,Southhampton,40,45,4.238095238,4.238095238,2.119047619,-12.71428571
First,Adult,Male,No,159,Southhampton,37,41,4.238095238,4.238095238,14.83333333,-16.95238095
First,Adult,Male,No,160,Southhampton,39,39,4.238095238,4.238095238,6.357142857,-16.95238095
First,Adult,Male,No,161,Southhampton,34,33,4.238095238,4.238095238,10.5952381,-21.19047619
First,Adult,Male,No,162,Belfast,50,4,4.238095238,4.238095238,6.357142857,-38.14285714
First,Adult,Male,No,163,Southhampton,27,27,4.238095238,4.238095238,14.83333333,-25.42857143
First,Adult,Male,No,164,Southhampton,28,26,4.238095238,4.238095238,10.5952381,-25.42857143
First,Adult,Male,No,165,Southhampton,40,21,4.238095238,4.238095238,-10.5952381,-25.42857143
First,Adult,Male,No,166,Cherbourg,52,11,4.238095238,4.238095238,6.357142857,-33.9047619
First,Adult,Male,No,167,Queenstown,18,110,4.238095238,4.238095238,10.5952381,25.42857143
First,Adult,Male,No,168,Southhampton,36,79,4.238095238,4.238095238,-2.119047619,8.476190476
First,Adult,Male,No,169,Southhampton,45,71,4.238095238,4.238095238,-6.357142857,4.238095238
First,Adult,Male,No,170,Queenstown,16,113,4.238095238,4.238095238,-6.357142857,29.66666667
First,Adult,Male,No,171,Cherbourg,59,9,4.238095238,4.238095238,-2.119047619,-33.9047619
First,Adult,Male,No,172,Queenstown,17,115,4.238095238,4.238095238,2.119047619,29.66666667
First,Adult,Male,No,173,Queenstown,17,116,4.238095238,4.238095238,6.357142857,29.66666667
First,Adult,Male,No,174,Queenstown,22,117,4.238095238,4.238095238,10.5952381,29.66666667
First,Adult,Female,Yes,175,Belfast,49,33,4.238095238,4.238095238,-8.476190476,-38.14285714
First,Adult,Female,Yes,176,Belfast,67,34,4.238095238,4.238095238,-4.238095238,-38.14285714
First,Adult,Female,Yes,177,Southhampton,44,190,4.238095238,4.238095238,12.71428571,42.38095238
First,Adult,Female,Yes,178,Southhampton,36,168,4.238095238,4.238095238,-12.71428571,33.9047619
First,Adult,Female,Yes,179,Belfast,55,0,4.238095238,4.238095238,-12.71428571,-55.0952381
First,Adult,Female,Yes,180,Southhampton,30,166,4.238095238,4.238095238,12.71428571,29.66666667
First,Adult,Female,Yes,181,Belfast,58,36,4.238095238,4.238095238,4.238095238,-38.14285714
First,Adult,Female,Yes,182,Southhampton,26,165,4.238095238,4.238095238,8.476190476,29.66666667
First,Adult,Female,Yes,183,Belfast,65,38,4.238095238,4.238095238,12.71428571,-38.14285714
First,Adult,Female,Yes,184,Cherbourg,67,126,4.238095238,4.238095238,12.71428571,8.476190476
First,Adult,Female,Yes,185,Southhampton,36,162,4.238095238,4.238095238,-4.238095238,29.66666667
First,Adult,Female,Yes,186,Belfast,55,39,4.238095238,4.238095238,16.95238095,-38.14285714
First,Adult,Female,Yes,187,Cherbourg,58,134,4.238095238,4.238095238,12.71428571,12.71428571
First,Adult,Female,Yes,188,Southhampton,40,161,4.238095238,4.238095238,-8.476190476,29.66666667
First,Adult,Female,Yes,189,Southhampton,26,160,4.238095238,4.238095238,-12.71428571,29.66666667
First,Adult,Female,Yes,190,Cherbourg,59,72,4.238095238,4.238095238,-12.71428571,-16.95238095
First,Adult,Female,Yes,191,Cherbourg,52,73,4.238095238,4.238095238,-8.476190476,-16.95238095
First,Adult,Female,Yes,192,Cherbourg,60,74,4.238095238,4.238095238,-4.238095238,-16.95238095
First,Adult,Female,Yes,193,Southhampton,30,159,4.238095238,4.238095238,16.95238095,25.42857143
First,Adult,Female,Yes,194,Queenstown,24,202,4.238095238,4.238095238,-4.238095238,50.85714286
First,Adult,Female,Yes,195,Cherbourg,50,77,4.238095238,4.238095238,8.476190476,-16.95238095
First,Adult,Female,Yes,196,Cherbourg,45,78,4.238095238,4.238095238,12.71428571,-16.95238095
First,Adult,Female,Yes,197,Southhampton,47,154,4.238095238,4.238095238,-4.238095238,25.42857143
First,Adult,Female,Yes,198,Cherbourg,57,80,4.238095238,4.238095238,-12.71428571,-12.71428571
First,Adult,Female,Yes,199,Cherbourg,52,81,4.238095238,4.238095238,-8.476190476,-12.71428571
First,Adult,Female,Yes,200,Belfast,57,41,4.238095238,4.238095238,-8.476190476,-33.9047619
First,Adult,Female,Yes,201,Cherbourg,61,83,4.238095238,4.238095238,0,-12.71428571
First,Adult,Female,Yes,202,Belfast,57,42,4.238095238,4.238095238,-4.238095238,-33.9047619
First,Adult,Female,Yes,203,Queenstown,20,198,4.238095238,4.238095238,12.71428571,46.61904762
First,Adult,Female,Yes,204,Cherbourg,57,86,4.238095238,4.238095238,12.71428571,-12.71428571
First,Adult,Female,Yes,205,Belfast,60,43,4.238095238,4.238095238,0,-33.9047619
First,Adult,Female,Yes,206,Belfast,66,44,4.238095238,4.238095238,4.238095238,-33.9047619
First,Adult,Female,Yes,207,Belfast,58,45,4.238095238,4.238095238,8.476190476,-33.9047619
First,Adult,Female,Yes,208,Belfast,42,46,4.238095238,4.238095238,12.71428571,-33.9047619
First,Adult,Female,Yes,209,Belfast,50,47,4.238095238,4.238095238,16.95238095,-33.9047619
First,Adult,Female,Yes,210,Belfast,71,48,4.238095238,4.238095238,-12.71428571,-29.66666667
First,Adult,Female,Yes,211,Southhampton,35,151,4.238095238,4.238095238,16.95238095,21.19047619
First,Adult,Female,Yes,212,Belfast,63,49,4.238095238,4.238095238,-8.476190476,-29.66666667
First,Adult,Female,Yes,213,Cherbourg,48,95,4.238095238,4.238095238,16.95238095,-8.476190476
First,Adult,Female,Yes,214,Cherbourg,62,96,4.238095238,4.238095238,-12.71428571,-4.238095238
First,Adult,Female,Yes,215,Belfast,64,50,4.238095238,4.238095238,-4.238095238,-29.66666667
First,Adult,Female,Yes,216,Belfast,53,51,4.238095238,4.238095238,0,-29.66666667
First,Adult,Female,Yes,217,Southhampton,36,150,4.238095238,4.238095238,12.71428571,21.19047619
First,Adult,Female,Yes,218,Belfast,52,53,4.238095238,4.238095238,8.476190476,-29.66666667
First,Adult,Female,Yes,219,Cherbourg,55,135,4.238095238,4.238095238,16.95238095,12.71428571
First,Adult,Female,Yes,220,Southhampton,34,149,4.238095238,4.238095238,8.476190476,21.19047619
First,Adult,Female,Yes,221,Cherbourg,38,103,4.238095238,4.238095238,16.95238095,-4.238095238
First,Adult,Female,Yes,222,Southhampton,38,148,4.238095238,4.238095238,4.238095238,21.19047619
First,Adult,Female,Yes,223,Cherbourg,68,105,4.238095238,4.238095238,-8.476190476,0
First,Adult,Female,Yes,224,Cherbourg,49,106,4.238095238,4.238095238,-4.238095238,0
First,Adult,Female,Yes,225,Cherbourg,69,107,4.238095238,4.238095238,0,0
First,Adult,Female,Yes,226,Cherbourg,49,108,4.238095238,4.238095238,4.238095238,0
First,Adult,Female,Yes,227,Belfast,49,55,4.238095238,4.238095238,16.95238095,-29.66666667
First,Adult,Female,Yes,228,Cherbourg,50,110,4.238095238,4.238095238,12.71428571,0
First,Adult,Female,Yes,229,Queenstown,20,199,4.238095238,4.238095238,16.95238095,46.61904762
First,Adult,Female,Yes,230,Cherbourg,54,112,4.238095238,4.238095238,-12.71428571,4.238095238
First,Adult,Female,Yes,231,Belfast,56,56,4.238095238,4.238095238,-12.71428571,-25.42857143
First,Adult,Female,Yes,232,Cherbourg,57,114,4.238095238,4.238095238,-4.238095238,4.238095238
First,Adult,Female,Yes,233,Belfast,58,57,4.238095238,4.238095238,-8.476190476,-25.42857143
First,Adult,Female,Yes,234,Cherbourg,40,116,4.238095238,4.238095238,4.238095238,4.238095238
First,Adult,Female,Yes,235,Belfast,44,58,4.238095238,4.238095238,-4.238095238,-25.42857143
First,Adult,Female,Yes,236,Belfast,64,59,4.238095238,4.238095238,0,-25.42857143
First,Adult,Female,Yes,237,Belfast,46,60,4.238095238,4.238095238,4.238095238,-25.42857143
First,Adult,Female,Yes,238,Southhampton,36,145,4.238095238,4.238095238,-8.476190476,21.19047619
First,Adult,Female,Yes,239,Belfast,57,62,4.238095238,4.238095238,12.71428571,-25.42857143
First,Adult,Female,Yes,240,Southhampton,36,144,4.238095238,4.238095238,-12.71428571,21.19047619
First,Adult,Female,Yes,241,Belfast,42,64,4.238095238,4.238095238,-12.71428571,-21.19047619
First,Adult,Female,Yes,242,Belfast,58,65,4.238095238,4.238095238,-8.476190476,-21.19047619
First,Adult,Female,Yes,243,Cherbourg,55,125,4.238095238,4.238095238,8.476190476,8.476190476
First,Adult,Female,Yes,244,Queenstown,21,200,4.238095238,4.238095238,-12.71428571,50.85714286
First,Adult,Female,Yes,245,Southhampton,36,142,4.238095238,4.238095238,12.71428571,16.95238095
First,Adult,Female,Yes,246,Southhampton,39,141,4.238095238,4.238095238,8.476190476,16.95238095
First,Adult,Female,Yes,247,Southhampton,22,140,4.238095238,4.238095238,4.238095238,16.95238095
First,Adult,Female,Yes,248,Southhampton,38,138,4.238095238,4.238095238,-4.238095238,16.95238095
First,Adult,Female,Yes,249,Cherbourg,67,131,4.238095238,4.238095238,0,12.71428571
First,Adult,Female,Yes,250,Queenstown,19,201,4.238095238,4.238095238,-8.476190476,50.85714286
First,Adult,Female,Yes,251,Southhampton,45,136,4.238095238,4.238095238,-12.71428571,16.95238095
First,Adult,Female,Yes,252,Belfast,63,69,4.238095238,4.238095238,8.476190476,-21.19047619
First,Adult,Female,Yes,253,Belfast,61,68,4.238095238,4.238095238,4.238095238,-21.19047619
First,Adult,Female,Yes,254,Southhampton,36,169,4.238095238,4.238095238,-8.476190476,33.9047619
First,Adult,Female,Yes,255,Cherbourg,58,132,4.238095238,4.238095238,4.238095238,12.71428571
First,Adult,Female,Yes,256,Cherbourg,56,130,4.238095238,4.238095238,-4.238095238,12.71428571
First,Adult,Female,Yes,257,Southhampton,25,139,4.238095238,4.238095238,0,16.95238095
First,Adult,Female,Yes,258,Cherbourg,50,129,4.238095238,4.238095238,-8.476190476,12.71428571
First,Adult,Female,Yes,259,Belfast,54,67,4.238095238,4.238095238,0,-21.19047619
First,Adult,Female,Yes,260,Cherbourg,62,127,4.238095238,4.238095238,16.95238095,8.476190476
First,Adult,Female,Yes,261,Belfast,66,66,4.238095238,4.238095238,-4.238095238,-21.19047619
First,Adult,Female,Yes,262,Belfast,70,63,4.238095238,4.238095238,16.95238095,-25.42857143
First,Adult,Female,Yes,263,Belfast,57,61,4.238095238,4.238095238,8.476190476,-25.42857143
First,Adult,Female,Yes,264,Cherbourg,59,111,4.238095238,4.238095238,16.95238095,0
First,Adult,Female,Yes,265,Southhampton,40,147,4.238095238,4.238095238,0,21.19047619
First,Adult,Female,Yes,266,Cherbourg,60,104,4.238095238,4.238095238,-12.71428571,0
First,Adult,Female,Yes,267,Belfast,42,54,4.238095238,4.238095238,12.71428571,-29.66666667
First,Adult,Female,Yes,268,Belfast,53,52,4.238095238,4.238095238,4.238095238,-29.66666667
First,Adult,Female,Yes,269,Cherbourg,51,93,4.238095238,4.238095238,8.476190476,-8.476190476
First,Adult,Female,Yes,270,Cherbourg,45,85,4.238095238,4.238095238,8.476190476,-12.71428571
First,Adult,Female,Yes,271,Queenstown,18,197,4.238095238,4.238095238,8.476190476,46.61904762
First,Adult,Female,Yes,272,Cherbourg,62,79,4.238095238,4.238095238,16.95238095,-16.95238095
First,Adult,Female,Yes,273,Cherbourg,55,76,4.238095238,4.238095238,4.238095238,-16.95238095
First,Adult,Female,Yes,274,Southhampton,36,156,4.238095238,4.238095238,4.238095238,25.42857143
First,Adult,Female,Yes,275,Southhampton,36,157,4.238095238,4.238095238,8.476190476,25.42857143
First,Adult,Female,Yes,276,Queenstown,17,194,4.238095238,4.238095238,-4.238095238,46.61904762
First,Adult,Female,Yes,277,Cherbourg,49,75,4.238095238,4.238095238,0,-16.95238095
First,Adult,Female,Yes,278,Cherbourg,59,71,4.238095238,4.238095238,16.95238095,-21.19047619
First,Adult,Female,Yes,279,Belfast,65,40,4.238095238,4.238095238,-12.71428571,-33.9047619
First,Adult,Female,Yes,280,Cherbourg,64,128,4.238095238,4.238095238,-12.71428571,12.71428571
First,Adult,Female,Yes,281,Southhampton,39,163,4.238095238,4.238095238,0,29.66666667
First,Adult,Female,Yes,282,Southhampton,38,164,4.238095238,4.238095238,4.238095238,29.66666667
First,Adult,Female,Yes,283,Belfast,56,37,4.238095238,4.238095238,8.476190476,-38.14285714
First,Adult,Female,Yes,284,Cherbourg,58,121,4.238095238,4.238095238,-8.476190476,8.476190476
First,Adult,Female,Yes,285,Southhampton,33,167,4.238095238,4.238095238,16.95238095,29.66666667
